,id,k6_cluster,k10_cluster
2718,4qV3FpOX5NQbghsnmx3wKX,0,5
2719,1OWGLpptXlHLw1yibeHiHa,0,5
2720,6U9OkV9oa8kN8LyBGf3wvJ,0,5
2721,4TaGhbUWsmOWrQt8w3sA9x,0,5
2722,2qpX5WY7A7uLLLQfFpvRDK,0,5
2723,5qHirGR7M9tdm6C17DlzSY,4,7
2724,0QIjsbm2fh1cJ45XO9eGqq,4,7
2725,3hWScIEUaZGBKTnVYdNwrW,4,7
2726,4ve2uzqdwnHr20G5YgMMqr,2,6
2727,3pndPhlQWjuSoXhcIIdBjv,0,5
2728,26OhjtaTamFocE08t83ml6,0,5
2729,4cxMGhkinTocPSVVKWIw0d,5,0
2730,6pGuOWYOFDcSgmVvFWRWSv,0,5
2731,6CKoWCWAqEVWVjpeoJXyNH,5,0
2732,5O1GhSlZkt3Wld72OHtXxn,0,5
2733,5qZIrB9CjgKdMspTFkUbNt,4,7
2734,2W8d6AkRCP2qD89z1zK5MJ,2,6
2735,28GbaBYFpYi1J61fXnGSfd,5,0
2736,2rXVtoLBHuXcNB5DVfIc9p,5,8
2737,6Jl3ZOX6MUOlyoUc721bsX,5,0
2738,3PbV3ocgAp3Xn0omGFC0cG,5,0
2739,5OUTFH5acycdnf8OVo21Gv,5,9
2740,02tvc9CFnTyHuSRlGeNv9w,5,0
2741,6tHpxFDLucR3Xs9nivuyiO,1,1
2742,72hSmnleYTiiOo23q8ZJIS,4,7
2743,1NhPKVLsHhFUHIOZ32QnS2,2,9
2744,0kuTRDo4UHRH1UM9ycnMCh,1,1
2745,0QV83q2vzzOM4uODVyXf7i,0,5
2746,5DL2L5OuyZg1v2OWRAitFD,0,6
2747,6cgFCTrw2kWwZm7SF7r6Po,2,6
2748,3djWN7th03XZtmF5s3C1Lv,0,5
2749,60srrpZaXm72T4i3ZAoT5w,0,5
2750,7oYvZtOelvW0mDrcUZ3m67,2,6
2751,7GxBuIJugWanLsYj0mDrFX,4,7
2752,2c09gumRCmu3qmbcqdQbUN,2,9
2753,5kkxyqYSQrnHpfsmkjKi81,0,5
2754,4jvjzW7Hm0yK4LvvE0Paz9,4,7
2755,202RUoPIUYZLyg6VtosWci,0,5
2756,1FmdAhS8FqRoEJ4jcSfuKZ,2,9
2757,5xE8cBcKRjKEDdJwmh1ixN,0,5
2758,5mJAediEZEv8KKpWxrNIqf,0,5
2759,0Me3TlqFkaIzoZzAGU1EDh,0,2
2760,3irKogkH8P1B1nONmEcHgY,0,5
2761,2zIAPysksDdMAiG33qH6kW,2,6
2762,4CstQ0SUkl0YkoeZkIZlIx,2,6
2763,6VDz4m1vEGHDDqQojf1mpc,0,5
2764,7rKKh8AGVXuNXgLBpTBTFH,2,9
2765,066QkK1heGoXBUPBbcOhEG,4,7
2766,5ZcMWSpUeUPvO87FkSZbJB,4,7
2767,2Egoo3acImq7hV6TfYV90E,2,6
2768,4ut9fdC5ncgcvCo0KaphNY,0,5
2769,4gB7HrYHbJVJ5RFOjxmoq4,4,7
2770,2OvV4NjEBRE9v8Oo7QeUCq,2,9
2771,7u90MSvVyEjL0c8icaE7jl,2,6
2772,1GtVGc1UYin3zpMUdNSSpM,4,7
2773,68lOQPb5tX8U2cQRuas0L2,0,5
2774,3BUWNzPWz2mDbptZmGEXpB,4,7
2775,4E3qImtJzRqLt8ZZyLceOE,0,5
2776,7cG6SxmQ24hQWnR8UThrk2,0,5
2777,6y4pOReFqH2wzo4CV91cZC,2,6
2778,1kaxyXcAi5ZHF3Q94QXsHK,4,7
2779,6wqWfSOZvTK18SAczoYm1L,0,6
2780,7EgI0dCaQuHFe3OTj5EpWI,2,6
2781,1Dk3CfJEtqvj7Xg2AWwfEn,4,7
2782,5s6pKnF3ZPtuqvEx1i1V7U,0,5
2783,2AwyHlbA6f641SEkizD5JG,0,5
2784,0ubdf6zWT1It2saK41SkO0,0,5
2785,05r1GGg1Rhs0RcUg27C82a,2,9
2786,2DnH4XlEkghUdE8ymdVom5,0,5
2787,3JX0dOCIAiaR8MP3ryXWuM,2,6
2788,0dbTQYW3Ad1FTzIA9t90E8,2,6
2789,5IvdLxVB8gwwcgnEkXSSW2,0,5
2790,5cGpjfgAvidLy6znwkCxkP,4,7
2791,0CBQ0m3mufWH75LTYB3s6h,0,5
2792,3wScL5W8H40zzCKN0atfBk,2,6
2793,0Y7di9ZCmB6Elad5WISaPc,0,2
2794,5BQrp63SHCVf4bzCzJePne,0,5
2795,1rTrBQ8e4BPUCeSkJy9ANa,0,5
2796,5lQZRod5rEXdhX5Mzg94yE,0,5
2797,1vw4TJRXkLuuJUtwh4UbYD,0,2
2798,2U3uRaczrhhDfTZoswO82H,4,7
2799,7eQbTFq7E4KIbcAUS6Ra9W,2,6
2800,4mFku62SODURcUFqzztz2t,4,7
2801,7eJEXobAkHH04kKkugrT9O,4,7
2802,4etQJPDd3ldrBqSiW74iuD,4,7
2803,2SjOYQ127lPP8Gerv1qSVh,0,5
2804,5NbhW7iEnILKifSchOu8hl,0,5
2805,6toI90xEX8PssRHv9FSVag,5,6
2806,13KbVZat4zUlwWDrdM4F1R,4,2
2807,3k9fYBYX7omWl8ZZSmkiGH,0,5
2808,6esbyn8lKK5z2i5M2p2Pnr,2,6
2809,5MuIBOPNO1mWDaEt7qBtYg,0,5
2810,1yQvL8SzbF5JCroRKk9F07,2,6
2811,6PoKfDY78ih5OveWirggRX,0,5
2812,2Am26UXisQ91vBLYdqd7Pa,4,7
2813,5nzhL67GpF9szXWg5y509A,0,5
2814,16QjPRt5HYK0dnLGmGRCvf,0,5
2815,0p0jvYdazuWBMC8QacxpUH,0,5
2816,78QR3Wp35dqAhFEc2qAGjE,0,5
2817,1jzOG0T6JjvaOoHgzl91Nd,4,7
2818,7roKDmJDOzkpfGpUQJ5EnL,4,7
2819,3F57PtOdqRpD6euFYqtKXX,0,5
2820,6wWaVoUOzLQJHd3bWAUpdZ,0,5
2821,05qIDU9cr1qoJIz46wveLe,4,7
2822,2Jfh9yp7NlybHeRiWl5bZJ,2,6
2823,3cT2KPDofP6iN0zfxAoALu,0,5
2824,1DoNKjifmWST4iJJw90FK4,0,5
2825,1oU2vrVzQxqoZJZSw80Ven,2,6
2826,0FS7B5o3QyvOD8eWjnbLoO,2,6
2827,6CxxgFhfvh5uz6h4l0ltzP,0,5
2828,4ZTrQfnM9VE2cr7WyWRDz3,0,7
2829,34W9D0vTrfUWatfvCyrrkp,0,5
2830,1jo3TwNGCXfNdB5uba3ZVv,0,5
2831,7AFASza1mXqntmGtbxXprO,5,0
2832,60SdxE8apGAxMiRrpbmLY0,0,5
2833,7zLYKWcXnYeHHWidalz7rj,5,6
2834,4T3fNx3CgwDRRYgmFCbD4J,1,1
2835,5p7ujcrUXASCNwRaWNHR1C,2,6
2836,4YjjNHtEsTX6Af4mCTupT5,5,0
2837,5274I4mUMnYczyeXkGDWZN,0,5
2838,2dpaYNEQHiRxtZbfNsse99,2,6
2839,1ArLnG0bHaHPXqf08sEKM0,5,8
2840,0FZ4Dmg8jJJAPJnvBIzD9z,4,7
2841,6QfS2wq5sSC1xAJCQsTSlj,5,0
2842,6UkMcAA19lTdjs22jtB7o2,2,2
2843,3nFJbZCHP4d9vduKjJLdBL,2,6
2844,3FsAm9w6AxqwZ0H7nEQ367,0,5
2845,66TRwr5uJwPt15mfFkzhbi,2,6
2846,5yEOPBceI49hbGWr0dAvJN,1,1
2847,3wrPaT9MQxCG1LQmNvNRed,0,5
2848,72Qo3U5apeuv91j9BEqJBM,5,0
2849,1VGzxJnVQND7Cg5H5wGj14,5,0
2850,39oeKRgsLeynDIbWuXyA47,0,5
2851,0q21FNwES2bbtcduB6kjEU,5,0
2852,3Fzlg5r1IjhLk2qRw667od,2,6
2853,0rKtyWc8bvkriBthvHKY8d,5,0
2854,72ic9IhRix05fIkRzGGMXD,0,5
2855,5soMJpcVhSrGrB4prvPL6P,1,1
2856,6gzIcEUuswJQGfJNPYMjjv,0,5
2857,0JR7iZZ6Ql79sXW3rbiS3F,0,5
2858,4hEbkVAl2qRs8vZy03tsDi,0,5
2859,7L95O7D34EWhwtDCQkwGMR,0,5
2860,3xBHLZwRfi0fjO9euaj5zf,2,6
2861,4VMiNOpnjRwSCwmHaUfOMM,0,5
2862,5ExHDzOoOhC4xZGPh9zyQZ,0,6
2863,3thLnNvO9IctWoccbsZyJV,0,5
2864,0nWMTq3fBceV1uZlhFn6of,2,6
2865,2EhJijFUs0WUmNClDBpYJq,0,5
2866,2vs5ubqg8QUbfyWZpMfvWe,0,6
2867,2OsDoAzo5SGq10qwmKSQBv,4,7
2868,4oVdhvxZrKQTM9ZsUIZa3S,5,0
2869,5RdhBLmB4DyFHLglRrfx63,5,2
2870,6K4t31amVTZDgR3sKmwUJJ,2,6
2871,3wcT7Bndd1w4dVsKhEXcEm,2,9
2872,2At3wa1XCMnEendDMO9qcM,4,7
2873,4VYmdTVFXDq0LtYMoVswTv,2,9
2874,3EApebexZ7YqDIqw2EMTDh,0,5
2875,5Cax3xGAakyANy1tFZZ5Yv,0,5
2876,1XT5kxg6Tk0ukCO2vBQN4v,2,6
2877,4cxwiuYJltrPeWr5FDDntO,5,0
2878,2ULvsEVdvPbXERrl3mGEE8,5,0
2879,7cflqPPi3zWfLFRRBTWeh6,4,7
2880,18uwL0vNUanqZH0ro2QcOP,5,0
2881,2zQ1c7TT5grIoU6wKMiXdg,5,8
2882,3B9vJvi2Z6ws4wjNTQMYAc,2,6
2883,0qpSvzE0Rws3gVZNZCf04v,5,0
2884,606F3qdYCXtDVtKN53YsuW,1,1
2885,48x8fBWfyeSMzLl5gbsjr9,1,1
2886,4sbtM9ORGwmxGkXfctXbJq,5,6
2887,1X8YgRhzbdXb1vZNLUTn9g,3,4
2888,1DMEzmAoQIikcL52psptQL,5,0
2889,5HnxL39pSgVVQMLP7WnSfv,0,5
2890,5aXgz1oKK8Q9z9xvTmSnrO,2,6
2891,4wJ8dJKBAxdDe5cUx8K779,4,7
2892,0Y9D1Bc4fAkeZnVsGKdij6,2,9
2893,5aqu5xhPqoOWqF71PkfgM8,5,0
2894,4Dm32oO01YpIubCHaAtKkN,2,9
2895,2WhmaCir1p0bXaiOaRLe3C,2,6
2896,4iXyMgD3jJ2GnKJKBfs4fB,0,5
2897,6b6liLOZhXdOfFBFVN5KNK,4,7
2898,02sObHgWwieFWa9zWIi6gF,0,2
2899,3NV4DUVDd2qubFtp4CgQ3p,2,9
2900,1FVUFtrQnIqgwEXrRb2Qrr,4,7
2901,5zEeiQbazUWskpZNhnh6i2,0,2
2902,3HDv44gdKIVyrfmVdvTe2V,4,7
2903,0UJUZy6F5M4RxVEZCJrS6t,4,7
2904,1dd75F19ROV7No3LDsGY0R,2,6
2905,6g7RgGnladUdsRdfn7iHjM,4,7
2906,4KGR7sqpECiRueUFHdHSLZ,4,7
2907,0kTjQn8liVEpmrcaAEIpGK,4,7
2908,4Ir1Dfv018qxVndX1zCiG3,4,7
2909,6i8BdL3SDpFtiL4mjvMdYG,0,5
2910,58ZdT5NQIAkeSWUxNneBg8,2,6
2911,3NTQws0JI0usmAUXHD8Gia,2,6
2912,5UcE1K5pwdZG6nYds0OYrV,2,2
2913,0nhBKubnVz9yFNNprBniWz,2,6
2914,1LPGwuFgIzbJoShfDdw7MY,4,7
2915,31VOknKjFrEX47bZXzqcoF,2,8
2916,0cDwUAF7yQrOLRcFfJpSc2,2,6
2917,2RSHsoi04658QL5xgQVov3,2,9
2918,4s8PTe1uUoqcaAmveIKAxJ,2,9
2919,3rSkiyzwE3oQXhvMqobU0e,2,9
2920,7DfWLV07uZV3rwoKvO6TjI,4,7
2921,7lLLFbYh5JpOTnQCetSfWn,2,6
2922,14hMu4JnYnLj0FBuFfHNNN,4,7
2923,2tXxLxP92HeYt4nojiDn7g,4,7
2924,7c2nxdvX2qbrT6ilCID2TG,5,0
2925,17UvqEUnFxX3jyLAqiIsCw,2,9
2926,649o53ULWYN1y7V2OI5kgo,2,6
2927,14KP6cmTImZmrcAC5m0Azd,5,0
2928,4bsMM8V87y5igGk6urk6b7,2,9
2929,67YPjbcxUypwNOwYBZquq1,2,9
2930,1z3ugFmUKoCzGsI6jdY4Ci,2,6
2931,1Xw8uB5foMtXkKzyhx8lWq,2,6
2932,3prLqweRlHjmdsycz41cRh,5,0
2933,6bKUUSlzDua0gt0g13OKqw,5,0
2934,73pDDTXW6SKqM52N4Rdred,2,6
2935,75lcPkAkUsKWHGBlGM476R,4,7
2936,284fVGdbsPtigjjI0jmKXo,4,7
2937,5iAyI5SlSs1hyWOQeBXvab,4,7
2938,7uenITonAmg7wXmFd3kkms,4,7
2939,5Tp5zlCgbwXLMa3pgYsNMl,2,9
2940,2ppse4DOEFlzaW7Xu3U76r,0,5
2941,0AcicReEGm1qcENjqzh1Tg,5,0
2942,2dKtWPLZvbCzwLRliNn8UI,4,7
2943,0ZPCxNK4DIrF8KqrN3DxfA,0,5
2944,1SxagO9GK0UUeEYLmH8Pln,2,6
2945,2lvOt6VAufWlstrqutilVb,4,7
2946,27AHAtAirQapVldIm4c9ZX,2,6
2947,29hBRadFZf9QTGRHZmxm65,2,6
2948,7022xokeCJFSeZxw2npVkn,5,0
2949,2LawezPeJhN4AWuSB0GtAU,2,6
2950,6WXEITfrkPWsIrbf79Jrkj,2,6
2951,34D6mvDTAPypm92EPs8Rxa,5,0
2952,1pGF7ZEo3sTTRL6pGAOUbd,4,7
2953,4O3TgbbNKKFYPrCXWdlKQc,0,5
2954,1WKgeavgwTZ4hnZVlMrteD,2,9
2955,7J7cDTUQL76QwETTpAwpov,4,7
2956,6z1kLsntE7FuzKZHZWrXYN,2,6
2957,5K209mgnrnMPLNIluT9m77,4,7
2958,0EYOhg4jMf7hCLeQIxlvKL,4,7
2959,2A0zjBk2FMsPCYQCYGuEyE,4,7
2960,1Zv6zo71iDXH07Lin7hxMg,0,5
2961,3IRR7SWdHVojpCWfnwM2Vs,4,7
2962,6UuBdJdNUoRU0pCohv27j3,0,5
2963,3tbwKbrgDNjT4JvM4SVAtz,2,6
2964,5Ta0BuVhRMSrebPd89wv01,4,7
2965,7HFgnF1oPMzkCqEMBOA2yI,2,9
2966,4voaH67fGzhYb1qGwIIYIl,4,7
2967,7b1WVMX0FShcPWct8ca7ma,5,0
2968,5mnfHO65zbvt1mQr6voVAq,0,5
2969,6WUSrLyHX4R5NXAOKxvB9r,4,7
2970,0OepwhbyraIWqCCV6MBFsm,0,5
2971,310Bc3vCAZ39MjuALW6psa,2,2
2972,71KflyTEP1MeH3zZhc0ycS,0,5
2973,5Euu7npHnY3jaJiNuVoU7m,2,6
2974,4hTctq4PxrW9qrX1tCDdTR,2,6
2975,3pWzLdFztaXirLNrFlQ4IT,2,6
2976,7K35gNl1ANbPHJGBt3mrpb,4,7
2977,78U5EQ7HS8i9ie2f802gzQ,0,5
2978,16IHyrqNVAEg0mHTXxi92C,0,5
2979,4BqiX6pWkB3tr04U3AxPhM,0,5
2980,7u4tNpzrsjSOVDA5eUvtL4,0,5
2981,2n6zL2tNBc4Unnju7JVyId,4,7
2982,6pzI4pu0nWLwydYTzOCc7W,0,5
2983,2f5d3x4tvRmdcRRO8J0qnk,0,5
2984,24H85lQQGb9SrjM1RRyGJx,4,7
2985,5Tym9X0OrYDhWLqX2X5qEa,0,5
2986,0jMWVoq4ydhCEtc57fGhrS,4,7
2987,3WtfEqv0LZJxBZwl4OAMwS,2,6
2988,0cfeTwN1JXlLzATyjVNe9i,0,5
2989,5zat3M63anEh7vaCRGIco6,2,9
2990,00YvEZqYSsmODe0zR6Ftep,0,5
2991,4jNTu5rF2Aw4PyS6J1nn4L,0,5
2992,7x7SVFDFIjZj4QBrC3VgiA,2,6
2993,6J1SjVyNDzkZ3sF85Ndd3B,0,5
2994,2JI71GHwq2LN8mtq3iCLYo,2,6
2995,1HpYCSwNfkYsxMkijssvfQ,0,5
2996,7qnqRTeA8cv9EicH9OyPdm,2,6
2997,799f6Ih1Pu4AUApMyXhxUc,0,5
2998,3DzlR0kXE6shimFVhSwI4A,0,5
2999,6IEvn1ksSpWNEZHhkh1yzf,0,5
3000,2orxXIOUbQfGLYvOjSFqgj,4,7
3001,1OBWQFd7hcTo18GWxS1bnZ,4,7
3002,7j6OJzMIJL5JcFHyeSJZGV,0,5
3003,1rZah1UGXvgiQCqLVlq4hS,4,7
3004,2QKBvCMHdokPoy2b44dK2m,2,9
3005,6SvuMwPea2zKEN03IWCElv,4,7
3006,7Ezwtgfw7khBrpvaNPtMoT,0,2
3007,78JKJfKsqgeBDBF58gv1SF,4,7
3008,03tqyYWC9Um2ZqU0ZN849H,2,6
3009,6xhblLundMJAiG9jF7nlxs,0,5
3010,6eBrlbv2HMYcldwjoMWIrC,0,5
3011,3SnLc0bQjQeE3HgGdNfb8u,0,5
3012,1flloiRJOCenDSSjnuHGln,4,7
3013,5wujBwqG7INdStqGd4tRMX,0,5
3014,0RiRZpuVRbi7oqRdSMwhQY,2,6
3015,4CH66Rxcjcj3VBHwmIBj4T,4,7
3016,1D23GEeQ32aqLw5ZnY3Ivp,0,7
3017,2CNQJvz0b6VWBx7XHwctZW,0,5
3018,3lbuOT4kwYsLtFehtQbsDA,5,9
3019,5vWfdw1ONe7QHvNYow9ACa,2,6
3020,63l4CHX3zOh6ImhgqGCckr,3,4
3021,2o5QYZAowns4Djp4KXJPZp,5,0
3022,5uONhK4CTwHMzCzrIeTX6N,0,7
3023,1YErts2dE9oJUEL4jEaMsg,0,5
3024,3wFnBRnYgpdoBQyXl3NxoH,4,7
3025,2KQNjZcD1WhJg8nDm34eQa,5,8
3026,7ynAgAdnTA6gIpCHwQTjRK,2,6
3027,0gf2y5doKjsYaZJJZif4vz,4,7
3028,5mexbTuWx9d8DPZk4sDGF4,4,7
3029,4ydrAAm26b8TxnzCQdC4hM,5,8
3030,3TVhQk4BP6rQTEovefTpNO,4,9
3031,3soFGtJSDfUBE9nu62v2cm,4,8
3032,04o6KdLdkOqC34GdxIpz7A,5,0
3033,3JAeYOjyJodI4PRs44lx2l,0,5
3034,4s5kD9Pdiy8iVmJ7TKRRy2,4,7
3035,2Q0JkTzFXrU2BbnQT7tzIR,2,6
3036,3YhuRxTNDJPPIbTOdN2N50,4,7
3037,4yVEpUXxYgBwfSOKGTFxv5,4,7
3038,2aPTvyE09vUCRwVvj0I8WK,2,6
3039,0xeX14cDYPUduj2964zeWX,0,5
3040,6JGCC9qfdZbCSPhOI29ypv,4,7
3041,5TX0mfUkpGlU6j2xa00ERx,0,5
3042,5N521RK66Z1FP0Oz6B4OlT,0,5
3043,52eYVUkFTOVozbVFIaFrnV,0,5
3044,6ImrWnhjEOw5re3cGLMIHJ,0,5
3045,23dwrzeJtEEGl2U4CPWSor,0,5
3046,1AqemxWsT0iGg5Lvkm16Bt,0,5
3047,4S7YHmlWwfwArgd8LfSPud,5,0
3048,0qp8MuZNKelOGTK2HPlXBA,2,9
3049,1jzIJcHCXneHw7ojC6LXiF,0,5
3050,45I4rYlEhr2iEzxHHB5CnB,5,0
3051,4Fxj5bX8ZlTGw42BIkFwng,5,0
3052,0YguqEluNer3cFsLc1ySW0,4,2
3053,3Rtlsb4YUeAz1733sFt8eJ,5,0
3054,0pq1sUhlKDm4pElYKRpnfw,5,0
3055,6f8NHEYaul1kbL7FqviTRd,0,2
3056,2D69PngXadKH5ruFa4wGIp,2,9
3057,0WHi11uzahqpEtPGYCW6oQ,5,0
3058,0mAbTVcMX3KLOGJTfkhfFy,5,0
3059,074PG6f7ZRVyQ9m1mkgzXa,5,0
3060,73FGHY5jZ1b6Ia1o15UPqC,4,7
3061,74YaGodeQdJoR5L8l59CYF,0,5
3062,2LQb3iYBzoxbxct2IexjBc,4,7
3063,0xUbrvxYljD4OZ02BbuPpK,0,5
3064,0LppLsxXXDBTqihx84BJGo,0,5
3065,4HJ4L8hpX9YjTwipKTYwaW,2,2
3066,5uLZ3YIQGC0mOk6q3lJ6Ng,0,8
3067,4fGT0JiaqoHShrg6uSsKfB,2,9
3068,5bARj22nURPaa84RvmOMP0,0,5
3069,076jPFqxYEu1me4zsTBWJ0,4,7
3070,46Lx5epWOQBA3J86ovnxmV,0,5
3071,22WV03i2lBbwNVCE1g671p,2,6
3072,0GTzZhS8P50p922OEuoNLF,0,5
3073,2MShy1GSSgbmGUxADNIao5,2,6
3074,2WqTKOAUmv7hz9ZzGnXHrY,0,5
3075,39RWYLt6hgk9BbhkDgaHW9,0,5
3076,3zxiTHxE4MxwuYf8aLQ9ax,0,5
3077,6pidGCJ9El17HdXaPO0OO2,0,5
3078,0I1gjYB0yjwYXBn9SVOh3n,2,6
3079,6XeZ32B9HbV6ZrU6NTR2iM,0,5
3080,3yIZgYN7AKO3cDueyhpuCS,0,5
3081,1Szfm2XAx3Kgl55dyl8sTU,0,5
3082,52i143Ph5c3RQaQFBXWix1,4,7
3083,577YBGuskWkVDCxZrLRB4v,0,5
3084,4F6yN5FsFW10Ucx7cLCzBh,0,5
3085,2ySRRtrAwDUF4FipiF1Djt,0,5
3086,2gaLuVIyWLoW0Gfa2NLJnS,4,7
3087,3gHLXLJ9JE1oOayo3ar4E5,0,5
3088,4Kdu9AlfQyu0o6r2ozCMTc,2,6
3089,0UOF9AAyS8H9iCWmePj29w,2,6
3090,0UNeNA0dcfUMsGxvLwf2p3,0,5
3091,0jqLv5PuEUA0GthFjdtlS1,0,5
3092,35J4wXQeRuHNOEArMy6FOe,4,7
3093,2IRZnDFmlqMuOrYOLnZZyc,4,7
3094,5DTOk0tCrmicVQP4mc6hkr,4,9
3095,6cPnE82DKBLd7sg02ZNg8K,4,7
3096,6pUBrvKfJL4qmn95mxU7rC,0,5
3097,4iQ5gmTAzWfK8JyFC2LBox,0,5
3098,2tnlNVAhuQGgoFJxALVeXx,2,6
3099,7saJl9V0kRYGWuyeURHYNU,5,0
3100,6XvAtWxJwJMsXmugRQrksT,4,7
3101,7KDfSDTPC7ZtPzyLSGc8in,2,6
3102,1YC5tfLezLNw01BWqRqqpn,4,7
3103,4iX4dIloK83GTxdpVjmjVk,0,5
3104,13WsXLo3zQUrnbNN0Wz8sr,0,5
3105,7huDNmmM1qdfj04OpRqU60,0,5
3106,5V5uzyyVxbF9xT02OapUwd,0,5
3107,5PbPvMFWQ2YgfJQ3LYxEsp,2,6
3108,6PwcvXM5UtI1yrcsIKcEvV,0,5
3109,6aGFlx1shAP1KidFY4AiT8,4,7
3110,33uDroYGg4ns0kwoPNi12M,2,6
3111,7oMxk1jpZqmM6P3I6zR5Y3,2,6
3112,44qSm80CrnBt3Mry9vYE41,4,7
3113,1fOc4Kf82a6J1C9gS5sE0d,5,8
3114,356aM3w6i5v1cltIzOnVTP,4,7
3115,7hsulgRNgbyczeAg8tChCB,0,5
3116,0crEYjT4LuopKJ8hRGbmBV,4,7
3117,6gmZ4A63Pgazs8GKFCYMBx,2,6
3118,3tKtU9UOlNChXisFihGQ2G,2,6
3119,4wFAvJ6hmcjEJPUw3ap2CM,2,6
3120,6FZAc2XaVYc8G8jaDnBshv,5,0
3121,5r4uLQg8zfhiVuMG3GyRr1,0,5
3122,3SUu7OwfaYCRoA1iF9Ezdc,4,7
3123,4upOsnQ7cX92RhM4WYj94b,0,5
3124,1R6qeTvAvaxB7hydIYVIY8,2,6
3125,5YQ8OVvW80yoZqZ5PK9JXv,0,5
3126,7rJaRkfLLhOBkdyJ8OCPSq,2,6
3127,4sOUV2qZIbLZbmWzghksVe,4,7
3128,3JAlslgvIfvpbEqk94afpd,4,7
3129,3y7ByLZ05tluscOTRgEJ9Y,0,6
3130,74tqql9zP6JjF5hjkHHUXp,2,6
3131,08u0Rg0qkZ4y2UkDpWoL67,2,6
3132,5oxmx6B0kWTuCKgBzv8NpH,0,5
3133,5SsGlmKDGEygRLtVSuNKqb,2,9
3134,6iZbX6zfmpx40UDy6Xcbl1,4,7
3135,4pthvdNd1EypeNic7l5ngz,4,7
3136,2MmoAjts7yO99KhKT9D0dS,0,5
3137,7JPPI2Y3qgLwTQB4FPSrH0,4,7
3138,7DzH6brMGyMmiZMvjoLqEz,0,5
3139,4NKQTbmiBtm1MwqBbQQhpM,4,7
3140,6oAd7vjQSvS3Z3S5VxQQ03,2,6
3141,1scswYxDmooSV19whJfGYI,0,5
3142,14p5EKgbPx4U3P1j5JNHeh,0,7
3143,6WX68Y7z07oQlz3VolcGXP,0,5
3144,6sHeshKZ58cV5mjC5m3mW8,0,6
3145,4t2XWG1hM2WH0Cx9SgnE76,0,5
3146,2y6Ur97SRouk64dvHMMsbu,4,7
3147,1qF1S4e4WBw6nG1mglWfEH,0,5
3148,5ASZFbCod633wLragmPYTj,0,5
3149,2AYTGaclgKXACh13nJRVcV,0,5
3150,5sNESr6pQfIhL3krM8CtZn,2,2
3151,6VvICu4ajgpWT5z4zI0USj,5,0
3152,2tV1AAwXbw5kJfT4pK70Dg,0,5
3153,2BJsW3Yt5HI9puPijCZW8b,0,5
3154,2S5HgahRdEHaqwHJyRV1FX,2,6
3155,79RGX9IX5CAnU7o3YdaBkQ,4,7
3156,3ojqMLrtAt58dBhQKoPdpK,2,6
3157,12hQOdnrsPiIkkhELguEci,2,6
3158,2fFeKfvIEJxpFbeTZ0tsJ5,4,7
3159,6EmIxtIfyPhnOio1TmTaCX,4,7
3160,4MRFAwxegSliERlzxsrWuM,4,7
3161,4o8hMqHIPS6N8PK380mE9f,4,7
3162,1PSeCaJPQPgsTa0aIHHPHq,4,7
3163,0p5ybeYN9IZBflPcv1Bekk,4,7
3164,7lIMo3pH1kA20qnbDIQG0z,0,5
3165,3BqfHyw9cLm6POreivziWN,2,6
3166,0tsbMAxGvVrTTufKgcT7Q7,2,2
3167,291CkGGBidfM4r72gboanG,2,6
3168,0c2Yg75sFgD0hWhRq4voAn,2,6
3169,34PzmA9QjnOMNljWuA7Thx,2,6
3170,7nwJ05ftyNPQEFgFOsPeGh,2,6
3171,5Qy4FxZ6FtNwWmRaLi6Fcu,5,0
3172,1s2s9sd0DOINkrmufuWST0,5,6
3173,2tYPFWrbGbsGKafe5pP64z,5,0
3174,0x50cQ1pZeV4xl737GhKBk,2,6
3175,2A3ShNautqXezP1lFDePwa,2,6
3176,7pz1YzMwDxS9uuwAEp7MLk,4,7
3177,5BLH0517T5RoEFs1Mljo4H,5,8
3178,7IRZ9aTBu35je2AHT2LxvL,4,7
3179,49KDK2ccYnOCYPeXfDO3YT,4,7
3180,21CJvM7HXrI80aDHz2MES4,2,6
3181,5Ok0AYLymugVEB200ioKFN,2,6
3182,4vxK5XbTTDNNKYbPDmZZC3,2,6
3183,3zM2yi75oB3v00sZvWUzIn,2,9
3184,2zlgwqw8BLX2JGB76LIFeF,2,9
3185,3AblMxPcKPDSODskCzJBEE,2,6
3186,52FaH5DT8zJzTBvkzhbCtC,2,6
3187,3b7OgfU9SY8C7YBJgTKS74,4,7
3188,1LJZhyTaCn3xcm7dS1lsbR,2,6
3189,2xH895EVwEOgIb5swG9LcV,2,6
3190,2p980qlVXYLh3HdHusbhfa,4,7
3191,6emzoqPK7R90w6R92u3XfJ,0,5
3192,0awns037OT5FraMYo8jpUD,2,6
3193,5kfNriitmkNE8mUbZ7gbq8,5,0
3194,3EikYy40GMSp8l5mDV6IQo,2,6
3195,2LskIZrCeLxRvCiGP8gxlh,4,7
3196,0JP9xo3adEtGSdUEISiszL,4,7
3197,1wcaN0MSG6KQ43UNjpRvid,0,5
3198,74lnM5V6ecvoTPV0fvptx9,0,5
3199,0IFMbLUK5ttPmXyK16qUQu,0,5
3200,1q8PAOcnI1tciyj3BVpVhw,4,7
3201,3e9HZxeyfWwjeyPAMmWSSQ,2,6
3202,62WeXBNvdm1HB3cqFAWC7X,2,6
