danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artists,titles
0.842,0.505,1,-8.627,0,0.402,0.472,0.000322,0.117,0.538,119.993,audio_features,1PNs0uGru3TcrA94kpyGnc,spotify:track:1PNs0uGru3TcrA94kpyGnc,https://api.spotify.com/v1/tracks/1PNs0uGru3TcrA94kpyGnc,https://api.spotify.com/v1/audio-analysis/1PNs0uGru3TcrA94kpyGnc,207065,4,Nicki Minaj,Do We Have A Problem?
0.649,0.508,8,-10.232,1,0.0959,0.0345,3.59e-05,0.0736,0.405,157.975,audio_features,2AaJeBEq3WLcfFW1y8svDf,spotify:track:2AaJeBEq3WLcfFW1y8svDf,https://api.spotify.com/v1/tracks/2AaJeBEq3WLcfFW1y8svDf,https://api.spotify.com/v1/audio-analysis/2AaJeBEq3WLcfFW1y8svDf,194051,4,Rod Wave,By Your Side
0.743,0.578,9,-6.653,0,0.184,0.273,7.77e-05,0.13,0.292,90.021,audio_features,5FvXe5bz4nQQ4eBaitt4EC,spotify:track:5FvXe5bz4nQQ4eBaitt4EC,https://api.spotify.com/v1/tracks/5FvXe5bz4nQQ4eBaitt4EC,https://api.spotify.com/v1/audio-analysis/5FvXe5bz4nQQ4eBaitt4EC,226006,4,Vince Staples,MAGIC (feat. Mustard)
0.917,0.507,2,-4.208,0,0.415,0.325,0.0,0.269,0.23,120.013,audio_features,3RceLAxBxCr8HihEVC24K9,spotify:track:3RceLAxBxCr8HihEVC24K9,https://api.spotify.com/v1/tracks/3RceLAxBxCr8HihEVC24K9,https://api.spotify.com/v1/audio-analysis/3RceLAxBxCr8HihEVC24K9,216357,4,NLE Choppa,Too Hot (feat. Moneybagg Yo)
0.615,0.6,10,-5.62,1,0.27,0.107,1.61e-06,0.283,0.0661,130.027,audio_features,15hJmqqEtASVXl6sM7i4UF,spotify:track:15hJmqqEtASVXl6sM7i4UF,https://api.spotify.com/v1/tracks/15hJmqqEtASVXl6sM7i4UF,https://api.spotify.com/v1/audio-analysis/15hJmqqEtASVXl6sM7i4UF,270671,4,Baby Keem,trademark usa
0.848,0.533,11,-8.79,1,0.282,0.0123,0.0,0.18,0.648,132.442,audio_features,2bxvKs7Q0zqFqajnRcgxbv,spotify:track:2bxvKs7Q0zqFqajnRcgxbv,https://api.spotify.com/v1/tracks/2bxvKs7Q0zqFqajnRcgxbv,https://api.spotify.com/v1/audio-analysis/2bxvKs7Q0zqFqajnRcgxbv,211569,4,Yo Gotti,Cold Gangsta
0.875,0.478,7,-10.562,1,0.218,0.00717,0.0,0.147,0.409,128.99,audio_features,0qHPxjC83zQYcxe39xSShx,spotify:track:0qHPxjC83zQYcxe39xSShx,https://api.spotify.com/v1/tracks/0qHPxjC83zQYcxe39xSShx,https://api.spotify.com/v1/audio-analysis/0qHPxjC83zQYcxe39xSShx,200959,4,Roddy Ricch,thailand
0.776,0.574,11,-7.061,0,0.234,0.0986,0.0,0.254,0.611,129.04,audio_features,5HZ5NjyJVMaboBgG6uQMpK,spotify:track:5HZ5NjyJVMaboBgG6uQMpK,https://api.spotify.com/v1/tracks/5HZ5NjyJVMaboBgG6uQMpK,https://api.spotify.com/v1/audio-analysis/5HZ5NjyJVMaboBgG6uQMpK,192757,4,Lil Wayne,Anti-Hero (feat. Lil Tecca)
0.773,0.608,1,-6.117,0,0.223,0.616,0.0,0.0966,0.475,79.002,audio_features,1tmsPlyvzDETLv08Wp5cuY,spotify:track:1tmsPlyvzDETLv08Wp5cuY,https://api.spotify.com/v1/tracks/1tmsPlyvzDETLv08Wp5cuY,https://api.spotify.com/v1/audio-analysis/1tmsPlyvzDETLv08Wp5cuY,189852,4,YoungBoy Never Broke Again,Black Ball
0.745,0.637,4,-5.912,0,0.312,0.187,0.0,0.114,0.424,79.946,audio_features,1wqg2VowoogPATrqPzrpi3,spotify:track:1wqg2VowoogPATrqPzrpi3,https://api.spotify.com/v1/tracks/1wqg2VowoogPATrqPzrpi3,https://api.spotify.com/v1/audio-analysis/1wqg2VowoogPATrqPzrpi3,180002,4,Soldier Kidd,Thug Paradise 2
0.713,0.57,2,-8.126,1,0.113,0.0425,0.0,0.131,0.155,159.99,audio_features,3zDMTxEANpj6hedyCrHXBg,spotify:track:3zDMTxEANpj6hedyCrHXBg,https://api.spotify.com/v1/tracks/3zDMTxEANpj6hedyCrHXBg,https://api.spotify.com/v1/audio-analysis/3zDMTxEANpj6hedyCrHXBg,168000,4,Internet Money,Flossin’ (feat. YoungBoy Never Broke Again)
0.919,0.869,1,-4.441,1,0.232,0.103,1.2e-05,0.166,0.655,117.03,audio_features,3a2jFwnts4Cf0OwJbK61SL,spotify:track:3a2jFwnts4Cf0OwJbK61SL,https://api.spotify.com/v1/tracks/3a2jFwnts4Cf0OwJbK61SL,https://api.spotify.com/v1/audio-analysis/3a2jFwnts4Cf0OwJbK61SL,210027,4,Dr. Dre,Gospel (with Eminem)
0.826,0.616,2,-5.479,1,0.328,0.241,0.0,0.287,0.612,127.925,audio_features,1z7LV5wkExwW8YJk0IrPUA,spotify:track:1z7LV5wkExwW8YJk0IrPUA,https://api.spotify.com/v1/tracks/1z7LV5wkExwW8YJk0IrPUA,https://api.spotify.com/v1/audio-analysis/1z7LV5wkExwW8YJk0IrPUA,181199,4,NLE Choppa,Jumpin (feat. Polo G)
0.808,0.677,2,-4.922,1,0.106,0.00407,0.0,0.132,0.46,97.009,audio_features,3IZWCcD1FYpyeY3ki2VUmL,spotify:track:3IZWCcD1FYpyeY3ki2VUmL,https://api.spotify.com/v1/tracks/3IZWCcD1FYpyeY3ki2VUmL,https://api.spotify.com/v1/audio-analysis/3IZWCcD1FYpyeY3ki2VUmL,159840,4,2 Chainz,Million Dollars Worth of Game (feat. 42 Dugg)
0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,audio_features,29TPjc8wxfz4XMn21O7VsZ,spotify:track:29TPjc8wxfz4XMn21O7VsZ,https://api.spotify.com/v1/tracks/29TPjc8wxfz4XMn21O7VsZ,https://api.spotify.com/v1/audio-analysis/29TPjc8wxfz4XMn21O7VsZ,193234,4,Playboi Carti,Sky
0.693,0.575,2,-7.633,1,0.0906,0.121,0.0,0.104,0.353,138.016,audio_features,7BbaIYAdi3pg4MGl6PHwPv,spotify:track:7BbaIYAdi3pg4MGl6PHwPv,https://api.spotify.com/v1/tracks/7BbaIYAdi3pg4MGl6PHwPv,https://api.spotify.com/v1/audio-analysis/7BbaIYAdi3pg4MGl6PHwPv,160052,4,Yeat,Monëy so big
