id,title,artists,pp_artist
2kYnfwjx2KSJIoHf7nBjNL,Dr. Beat,['Miami Sound Machine'],Miami Sound Machine
2oWMI54r0qT4N8Xb4C76vq,The Look,['Roxette'],Roxette
07ABETRdek3ACMpRPvQuaT,Always on My Mind,['Pet Shop Boys'],Pet Shop Boys
2W4HHauPXqsxTGgCMwGwaq,Listen to Your Heart - Swedish Single Edit,['Roxette'],Roxette
6hci8n9UowepjRmCc6CKTv,Somebody's Watching Me - Single Version,['Rockwell'],Rockwell
4Y5yjzs9FFw5qIgfZBd43I,"Living in America - From ""Rocky IV"" Soundtrack",['James Brown'],James Brown
1uBsu3PbD2909UBIfEMLvK,Jumpin' Jack Flash,['The Rolling Stones'],The Rolling Stones
0gljI0CtjpdZK6ecidfxto,Wild Thing,['Tone-Loc'],Tone-Loc
5HiKQLlJ3LAuz8J9yHB0HX,Teardrops - Single Version,['Womack & Womack'],Womack & Womack
7wnagOAqma4Sg6JOGjWr5R,Big in Japan - 2019 Remaster,['Alphaville'],Alphaville
6WK9dVrRABMkUXFLNlgWFh,Enjoy the Silence,['Depeche Mode'],Depeche Mode
1mie3LbIrkousFz6jwbsaZ,Fame,['London Theatre Orchestra & Cast'],London Theatre Orchestra & Cast
63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,['Steppenwolf'],Steppenwolf
5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,['Bronski Beat'],Bronski Beat
0JIujrQsYJuNKSj5f4PgAm,"Holding Out for a Hero - From ""Footloose"" Soundtrack",['Bonnie Tyler'],Bonnie Tyler
1xgqGXZW1udHCjuwjeRDVO,One Night In Bangkok - From “Chess” / Remastered 2016,['Murray Head'],Murray Head
5YIF6HSOtHN9HdcE5IPzMe,Funky Cold Medina,['Tone-Loc'],Tone-Loc
0CicjlSiN0HdzD2nigN9j4,Sleeping in My Car - Single Version,['Roxette'],Roxette
3pa3bhD8hGGeyzqwy5U1Gn,West End Girls - 2001 Remaster,['Pet Shop Boys'],Pet Shop Boys
7Crfr7SSFmcxNXi64fKEaB,Heartbreaker,['Pat Benatar'],Pat Benatar
1OOtq8tRnDM8kG2gqUPjAj,Beat It,['Michael Jackson'],Michael Jackson
5lWFrW5T3JtxVCLDb7etPu,Bad - 2012 Remaster,['Michael Jackson'],Michael Jackson
6wdviVWctiZnY6tVn6bh6A,Black or White - Single Version,['Michael Jackson'],Michael Jackson
3FdHgoJbH3DXNtGLh56pFu,Conga!,['Miami Sound Machine'],Miami Sound Machine
3ibAzRj9JnowdoLkyllk3n,Holiday,['Madonna'],Madonna
7bkyXSi4GtVfD7itZRUR3e,Material Girl,['Madonna'],Madonna
2qeESyQyH7MRHCBotCQsNq,Hungry Like the Wolf,['Duran Duran'],Duran Duran
5npMYgysWSKOIVXj2szeLn,Vogue - Edit,['Madonna'],Madonna
5XeSAezNDk9tuw3viiCbZ3,Get Up Offa That Thing,['James Brown'],James Brown
44SLjUsOa1ChiuKlIsUmDP,Flashdance… What A Feeling,['Irene Cara'],Irene Cara
4jqCold0GXW9c40QyOGD8S,"Maniac - From ""Flashdance"" Soundtrack",['Michael Sembello'],Michael Sembello
